Customer_ID,Acquisition Week,Weeks Since Acquisition,Retention Percentage,Monetary Value,Churn Probability,Prescriptive Action,Projected 12-Week Revenue_At_Risk,Net Protected Revenue (25%)
1372,1,24,0.0595,358.05,0.8045,DEPLOY: $5 Standard Discount Email,86.42,21.6
1373,14,1,0.7098,4632.16,0.3123,HOLD: Monitor Only,433.97,0.0
1374,51,0,0.8291,1405.53,0.2515,HOLD: Monitor Only,106.04,0.0
1375,47,3,0.5636,830.11,0.7062,DEPLOY: $5 Standard Discount Email,175.86,43.97
1376,50,1,0.7421,909.22,0.9096,DEPLOY: $5 Standard Discount Email,248.12,62.03
1377,2,8,0.3118,8670.41,0.7309,DEPLOY: $15 VIP Win-Back Coupon,1901.26,475.31
1378,28,9,0.2484,3484.1,0.8566,DEPLOY: $15 VIP Win-Back Coupon,895.3,223.82
1379,49,0,0.8451,303.91,0.6699,HOLD: Monitor Only,61.08,0.0
1380,50,1,0.7611,2809.12,0.6502,HOLD: Monitor Only,547.96,0.0
1381,30,15,0.0918,2057.28,0.8924,DEPLOY: $5 Standard Discount Email,550.77,137.69
1382,38,3,0.5665,1091.72,0.9575,DEPLOY: $5 Standard Discount Email,313.59,78.4
1383,51,2,0.636,1163.03,0.5334,HOLD: Monitor Only,186.1,0.0
1384,4,1,0.7528,640.3,0.8356,DEPLOY: $5 Standard Discount Email,160.5,40.13
1385,1,0,0.8603,816.45,0.7905,DEPLOY: $5 Standard Discount Email,193.61,48.4
1386,8,35,0.0403,2559.76,0.4853,HOLD: Monitor Only,372.66,0.0
1387,29,23,0.0652,1295.84,0.5476,HOLD: Monitor Only,212.89,0.0
1388,39,5,0.3819,3480.11,0.9855,DEPLOY: $15 VIP Win-Back Coupon,1028.9,257.22
1389,3,26,0.0812,704.88,0.5078,HOLD: Monitor Only,107.37,0.0
1390,32,1,0.7434,4225.93,0.5513,HOLD: Monitor Only,698.87,0.0
1391,10,30,0.0869,8754.59,0.1055,HOLD: Monitor Only,277.18,0.0
1392,10,13,0.1558,1793.38,0.6037,HOLD: Monitor Only,324.78,0.0
1393,19,1,0.7569,3377.03,0.1948,HOLD: Monitor Only,197.33,0.0
1394,46,4,0.4677,3538.9,0.1839,HOLD: Monitor Only,195.24,0.0
1395,34,14,0.0939,989.78,0.8982,DEPLOY: $5 Standard Discount Email,266.69,66.67
1396,33,11,0.2017,3554.74,0.2415,HOLD: Monitor Only,257.57,0.0
1397,23,4,0.4777,118.85,0.9455,DEPLOY: $5 Standard Discount Email,33.71,8.43
1398,28,19,0.0753,73.71,0.8408,DEPLOY: $5 Standard Discount Email,18.59,4.65
1399,32,6,0.3932,1217.59,0.6518,HOLD: Monitor Only,238.09,0.0
1400,50,3,0.5843,3866.71,0.2214,HOLD: Monitor Only,256.84,0.0
1401,7,20,0.0919,1632.61,0.0535,HOLD: Monitor Only,26.19,0.0
1402,29,9,0.2537,4425.1,0.3609,HOLD: Monitor Only,479.17,0.0
1403,8,45,0.0522,427.48,0.0062,HOLD: Monitor Only,0.79,0.0
1404,1,13,0.1508,5215.59,0.936,DEPLOY: $15 VIP Win-Back Coupon,1464.54,366.13
1405,3,36,0.0649,12766.44,0.4087,HOLD: Monitor Only,1565.29,0.0
1406,24,17,0.0817,783.92,0.9868,DEPLOY: $5 Standard Discount Email,232.07,58.02
1407,23,23,0.0539,4560.55,0.7746,DEPLOY: $15 VIP Win-Back Coupon,1059.74,264.94
1408,8,13,0.148,1858.23,0.6172,HOLD: Monitor Only,344.09,0.0
1409,47,1,0.7494,3072.38,0.1873,HOLD: Monitor Only,172.67,0.0
1410,37,11,0.1976,12735.82,0.3034,HOLD: Monitor Only,1159.06,0.0
1411,3,21,0.1115,2677.84,0.2376,HOLD: Monitor Only,190.86,0.0
1412,51,1,0.7546,4524.81,0.2764,HOLD: Monitor Only,375.25,0.0
1413,33,3,0.5441,397.16,0.6747,HOLD: Monitor Only,80.39,0.0
1414,28,12,0.1949,4360.62,0.1842,HOLD: Monitor Only,240.98,0.0
1415,47,3,0.5519,12481.57,0.188,HOLD: Monitor Only,704.1,0.0
1416,8,21,0.0937,596.93,0.8184,DEPLOY: $5 Standard Discount Email,146.57,36.64
1417,34,13,0.1809,1227.05,0.3229,HOLD: Monitor Only,118.85,0.0
1418,35,15,0.1566,4118.94,0.217,HOLD: Monitor Only,268.13,0.0
1419,32,3,0.5641,3094.37,0.3055,HOLD: Monitor Only,283.61,0.0
1420,24,23,0.1074,353.66,0.103,HOLD: Monitor Only,10.92,0.0
1421,14,24,0.0807,2203.7,0.3902,HOLD: Monitor Only,257.99,0.0
1422,32,0,0.8527,1212.92,0.4364,HOLD: Monitor Only,158.81,0.0
1423,46,4,0.483,565.45,0.9235,DEPLOY: $5 Standard Discount Email,156.66,39.16
1424,43,3,0.5475,9210.23,0.2691,HOLD: Monitor Only,743.47,0.0
1425,16,19,0.1047,1819.93,0.9832,DEPLOY: $5 Standard Discount Email,536.79,134.2
1426,4,17,0.1145,5882.04,0.245,HOLD: Monitor Only,432.34,0.0
1427,52,1,0.7438,442.26,0.5841,HOLD: Monitor Only,77.5,0.0
1428,37,2,0.6523,3665.55,0.4641,HOLD: Monitor Only,510.35,0.0
1429,21,22,0.0846,6464.15,0.2057,HOLD: Monitor Only,398.86,0.0
1430,14,31,0.0979,1352.11,0.3241,HOLD: Monitor Only,131.48,0.0
1431,31,12,0.1717,995.64,0.8238,DEPLOY: $5 Standard Discount Email,246.07,61.52
1432,48,2,0.6513,377.99,0.8167,DEPLOY: $5 Standard Discount Email,92.61,23.15
1433,18,15,0.1298,638.0,0.0129,HOLD: Monitor Only,2.47,0.0
1434,7,4,0.4398,1050.31,0.1981,HOLD: Monitor Only,62.42,0.0
1435,10,3,0.5562,560.54,0.6355,HOLD: Monitor Only,106.88,0.0
1436,7,20,0.0711,719.43,0.3487,HOLD: Monitor Only,75.26,0.0
1437,33,7,0.3286,2185.75,0.9292,DEPLOY: $5 Standard Discount Email,609.3,152.32
1438,23,18,0.1032,2523.36,0.9939,DEPLOY: $15 VIP Win-Back Coupon,752.38,188.09
1439,21,13,0.1715,6694.32,0.9617,DEPLOY: $15 VIP Win-Back Coupon,1931.45,482.86
1440,19,30,0.0483,724.78,0.389,HOLD: Monitor Only,84.59,0.0
1441,48,5,0.4198,1859.05,0.3026,HOLD: Monitor Only,168.77,0.0
1442,19,5,0.4419,1095.28,0.9653,DEPLOY: $5 Standard Discount Email,317.19,79.3
1443,36,11,0.1875,1006.23,0.6917,HOLD: Monitor Only,208.8,0.0
1444,29,15,0.0976,1237.23,0.2596,HOLD: Monitor Only,96.35,0.0
1445,18,16,0.1257,1428.8,0.1252,HOLD: Monitor Only,53.67,0.0
1446,2,44,0.0725,2441.76,0.0621,HOLD: Monitor Only,45.46,0.0
1447,1,22,0.0933,1216.3,0.9042,DEPLOY: $5 Standard Discount Email,329.93,82.48
1448,47,5,0.4314,7885.62,0.8846,DEPLOY: $15 VIP Win-Back Coupon,2092.57,523.14
1449,5,6,0.4003,233.86,0.5997,HOLD: Monitor Only,42.07,0.0
1450,20,31,0.0793,6404.42,0.0513,HOLD: Monitor Only,98.52,0.0
1451,11,14,0.1413,1161.88,0.734,DEPLOY: $5 Standard Discount Email,255.85,63.96
1452,42,11,0.2086,1441.44,0.5842,HOLD: Monitor Only,252.65,0.0
1453,2,16,0.1284,1787.3,0.3935,HOLD: Monitor Only,210.99,0.0
1454,3,40,0.0502,4216.54,0.0179,HOLD: Monitor Only,22.62,0.0
1455,23,21,0.107,628.7,0.2078,HOLD: Monitor Only,39.2,0.0
1456,12,33,0.0526,822.02,0.905,DEPLOY: $5 Standard Discount Email,223.19,55.8
1457,20,4,0.479,3296.68,0.134,HOLD: Monitor Only,132.5,0.0
1458,5,44,0.0,235.61,0.9961,DEPLOY: $5 Standard Discount Email,70.41,17.6
1459,37,7,0.314,1735.41,0.9965,DEPLOY: $5 Standard Discount Email,518.8,129.7
1460,38,15,0.108,694.18,0.2414,HOLD: Monitor Only,50.26,0.0
1461,30,13,0.163,539.22,0.8439,DEPLOY: $5 Standard Discount Email,136.52,34.13
1462,9,14,0.1229,253.11,0.9349,DEPLOY: $5 Standard Discount Email,70.99,17.75
1463,34,10,0.2407,4567.69,0.9792,DEPLOY: $15 VIP Win-Back Coupon,1341.84,335.46
1464,44,0,0.8722,2187.67,0.345,HOLD: Monitor Only,226.41,0.0
1465,35,2,0.642,806.95,0.4591,HOLD: Monitor Only,111.14,0.0
1466,52,0,0.8303,1484.05,0.5821,HOLD: Monitor Only,259.17,0.0
1467,22,27,0.0697,487.13,0.098,HOLD: Monitor Only,14.32,0.0
1468,44,2,0.6805,950.11,0.2377,HOLD: Monitor Only,67.77,0.0
1469,24,13,0.1955,1425.08,0.5591,HOLD: Monitor Only,239.01,0.0
1470,17,22,0.0514,1952.26,0.9702,DEPLOY: $5 Standard Discount Email,568.23,142.06
1471,10,31,0.0288,2894.24,0.047,HOLD: Monitor Only,40.8,0.0
1472,30,7,0.296,207.05,0.9618,DEPLOY: $5 Standard Discount Email,59.74,14.94
1473,46,4,0.4663,2905.07,0.3055,HOLD: Monitor Only,266.26,0.0
1474,23,26,0.0712,228.01,0.1943,HOLD: Monitor Only,13.29,0.0
1475,32,19,0.0851,3034.62,0.2278,HOLD: Monitor Only,207.35,0.0
1476,17,34,0.0381,1399.72,0.0483,HOLD: Monitor Only,20.3,0.0
1477,50,0,0.8708,6699.26,0.491,HOLD: Monitor Only,986.78,0.0
1478,51,0,0.8606,804.83,0.2029,HOLD: Monitor Only,49.0,0.0
1479,17,28,0.0279,4614.73,0.926,DEPLOY: $15 VIP Win-Back Coupon,1281.91,320.48
1480,14,5,0.4475,445.47,0.984,DEPLOY: $5 Standard Discount Email,131.5,32.87
1481,9,24,0.082,2053.02,0.9825,DEPLOY: $5 Standard Discount Email,605.15,151.29
1482,40,5,0.4385,156.71,0.8679,DEPLOY: $5 Standard Discount Email,40.8,10.2
1483,2,1,0.7272,5216.99,0.0879,HOLD: Monitor Only,137.6,0.0
1484,45,4,0.4853,14360.66,0.0873,HOLD: Monitor Only,376.04,0.0
1485,25,27,0.0245,782.22,0.8574,DEPLOY: $5 Standard Discount Email,201.2,50.3
1486,39,10,0.2458,2094.68,0.9894,DEPLOY: $5 Standard Discount Email,621.76,155.44
1487,9,24,0.0519,3079.76,0.2286,HOLD: Monitor Only,211.21,0.0
1488,22,7,0.3125,281.38,0.9371,DEPLOY: $5 Standard Discount Email,79.1,19.77
1489,43,6,0.3576,735.88,0.8661,DEPLOY: $5 Standard Discount Email,191.22,47.8
1490,46,0,0.886,683.2,0.8641,DEPLOY: $5 Standard Discount Email,177.11,44.28
1491,4,19,0.0829,32483.14,0.0308,HOLD: Monitor Only,299.73,0.0
1492,26,11,0.2225,6342.08,0.1057,HOLD: Monitor Only,201.18,0.0
1493,29,22,0.079,1393.4,0.1705,HOLD: Monitor Only,71.27,0.0
1494,45,6,0.3587,4604.77,0.5215,HOLD: Monitor Only,720.48,0.0
1495,34,14,0.1278,2329.71,0.2239,HOLD: Monitor Only,156.51,0.0
1496,23,21,0.0717,3683.6,0.3708,HOLD: Monitor Only,409.75,0.0
1497,37,10,0.227,510.7,0.6389,HOLD: Monitor Only,97.88,0.0
1498,11,28,0.074,9396.12,0.0239,HOLD: Monitor Only,67.49,0.0
1499,6,25,0.0594,719.61,0.077,HOLD: Monitor Only,16.62,0.0
1500,18,15,0.1242,765.73,0.7208,DEPLOY: $5 Standard Discount Email,165.57,41.39
1501,21,19,0.0787,3671.2,0.9952,DEPLOY: $15 VIP Win-Back Coupon,1096.06,274.01
1502,42,2,0.6188,2737.81,0.045,HOLD: Monitor Only,36.97,0.0
1503,36,0,0.8244,1858.99,0.6056,HOLD: Monitor Only,337.71,0.0
1504,41,9,0.2772,4951.87,0.6064,HOLD: Monitor Only,900.79,0.0
1505,38,4,0.4785,448.87,0.7071,DEPLOY: $5 Standard Discount Email,95.21,23.8
1506,34,14,0.1392,16534.83,0.9326,DEPLOY: $15 VIP Win-Back Coupon,4626.26,1156.57
1507,17,0,0.8367,991.49,0.208,HOLD: Monitor Only,61.88,0.0
1508,37,16,0.1162,1626.05,0.8652,DEPLOY: $5 Standard Discount Email,422.06,105.51
1509,25,1,0.746,16844.71,0.3776,HOLD: Monitor Only,1907.98,0.0
1510,38,12,0.1725,771.76,0.8503,DEPLOY: $5 Standard Discount Email,196.88,49.22
1511,12,19,0.0999,6171.21,0.2043,HOLD: Monitor Only,378.18,0.0
1512,23,5,0.4563,1398.02,0.3088,HOLD: Monitor Only,129.49,0.0
1513,42,7,0.3136,658.39,0.6514,HOLD: Monitor Only,128.66,0.0
1514,22,28,0.0532,1140.83,0.156,HOLD: Monitor Only,53.41,0.0
1515,21,32,0.0694,3567.2,0.6726,HOLD: Monitor Only,719.84,0.0
1516,27,2,0.6726,6106.56,0.0988,HOLD: Monitor Only,181.01,0.0
1517,31,2,0.6178,2370.19,0.2655,HOLD: Monitor Only,188.78,0.0
1518,6,4,0.455,265.73,0.1363,HOLD: Monitor Only,10.87,0.0
1519,27,26,0.0662,3876.31,0.9147,DEPLOY: $15 VIP Win-Back Coupon,1063.7,265.92
1520,40,11,0.2016,1524.53,0.8594,DEPLOY: $5 Standard Discount Email,393.05,98.26
1521,34,11,0.2176,481.56,0.5675,HOLD: Monitor Only,81.98,0.0
1522,12,19,0.1072,2739.89,0.294,HOLD: Monitor Only,241.68,0.0
1523,45,3,0.5594,7048.76,0.1293,HOLD: Monitor Only,273.35,0.0
1524,7,8,0.3119,1822.68,0.4198,HOLD: Monitor Only,229.56,0.0
1525,10,38,0.0391,5475.28,0.2251,HOLD: Monitor Only,369.69,0.0
1526,45,3,0.5643,3149.11,0.409,HOLD: Monitor Only,386.44,0.0
1527,17,18,0.0795,3198.27,0.474,HOLD: Monitor Only,454.82,0.0
1528,26,5,0.4271,1253.15,0.4901,HOLD: Monitor Only,184.26,0.0
1529,21,26,0.037,4829.2,0.972,DEPLOY: $15 VIP Win-Back Coupon,1408.15,352.04
1530,28,12,0.1599,5415.47,0.569,HOLD: Monitor Only,924.37,0.0
1531,46,2,0.6768,4680.69,0.3991,HOLD: Monitor Only,560.37,0.0
1532,2,12,0.1457,1240.73,0.8992,DEPLOY: $5 Standard Discount Email,334.69,83.67
1533,43,8,0.2866,5896.39,0.69,HOLD: Monitor Only,1220.54,0.0
1534,1,21,0.1008,2874.34,0.6729,HOLD: Monitor Only,580.2,0.0
1535,51,2,0.6871,562.96,0.9157,DEPLOY: $5 Standard Discount Email,154.66,38.66
1536,36,12,0.1858,1143.91,0.5377,HOLD: Monitor Only,184.52,0.0
1537,51,1,0.7433,956.72,0.2404,HOLD: Monitor Only,68.99,0.0
1538,26,10,0.2293,166.42,0.2782,HOLD: Monitor Only,13.89,0.0
1539,29,18,0.1249,6027.55,0.6791,HOLD: Monitor Only,1227.95,0.0
1540,21,7,0.3386,40000.0,0.3889,HOLD: Monitor Only,4666.63,0.0
1541,11,7,0.3184,7708.03,0.3713,HOLD: Monitor Only,858.69,0.0
1542,40,9,0.2797,2198.28,0.1456,HOLD: Monitor Only,96.05,0.0
1543,11,25,0.0596,973.62,0.4575,HOLD: Monitor Only,133.63,0.0
1544,36,15,0.1023,595.8,0.42,HOLD: Monitor Only,75.07,0.0
1545,49,2,0.6107,2166.3,0.1643,HOLD: Monitor Only,106.75,0.0
1546,39,9,0.2534,5778.9,0.4094,HOLD: Monitor Only,709.82,0.0
1547,40,6,0.3773,804.73,0.9327,DEPLOY: $5 Standard Discount Email,225.17,56.29
1548,35,10,0.2476,39226.67,0.0669,HOLD: Monitor Only,787.25,0.0
1549,34,12,0.1951,343.51,0.8933,DEPLOY: $5 Standard Discount Email,92.06,23.01
1550,47,3,0.5617,2367.05,0.3858,HOLD: Monitor Only,273.94,0.0
1551,24,8,0.3112,1967.17,0.9968,DEPLOY: $5 Standard Discount Email,588.29,147.07
1552,22,19,0.0965,1822.48,0.9709,DEPLOY: $5 Standard Discount Email,530.84,132.71
1553,5,18,0.078,913.58,0.9593,DEPLOY: $5 Standard Discount Email,262.92,65.73
1554,33,15,0.1042,1996.12,0.6157,HOLD: Monitor Only,368.72,0.0
1555,36,6,0.4008,1053.92,0.6123,HOLD: Monitor Only,193.6,0.0
1556,47,2,0.5977,8480.01,0.1132,HOLD: Monitor Only,287.88,0.0
1557,20,11,0.1996,12643.88,0.3087,HOLD: Monitor Only,1170.85,0.0
1558,19,14,0.2076,1134.27,0.255,HOLD: Monitor Only,86.77,0.0
1559,35,13,0.173,251.15,0.7252,DEPLOY: $5 Standard Discount Email,54.64,13.66
1560,52,0,0.8458,2646.99,0.5204,HOLD: Monitor Only,413.24,0.0
1561,43,9,0.2237,2534.91,0.3762,HOLD: Monitor Only,286.12,0.0
1562,17,26,0.0985,2051.35,0.976,DEPLOY: $5 Standard Discount Email,600.66,150.17
1563,45,5,0.4522,3427.35,0.504,HOLD: Monitor Only,518.26,0.0
1564,43,1,0.7523,9488.48,0.2035,HOLD: Monitor Only,579.3,0.0
1565,34,10,0.2285,4912.64,0.1971,HOLD: Monitor Only,290.49,0.0
1566,9,18,0.1152,3421.12,0.5926,HOLD: Monitor Only,608.16,0.0
1567,26,5,0.4249,4468.01,0.3257,HOLD: Monitor Only,436.59,0.0
1568,2,45,0.0315,2444.93,0.3829,HOLD: Monitor Only,280.88,0.0
1569,9,37,0.0722,581.42,0.9964,DEPLOY: $5 Standard Discount Email,173.8,43.45
1570,9,41,0.0507,10306.68,0.0096,HOLD: Monitor Only,29.73,0.0
1571,40,11,0.2141,2044.89,0.6607,HOLD: Monitor Only,405.32,0.0
1572,17,0,0.8476,581.07,0.6416,HOLD: Monitor Only,111.85,0.0
1573,1,34,0.0641,467.04,0.9956,DEPLOY: $5 Standard Discount Email,139.5,34.88
1574,25,7,0.3297,601.03,0.586,HOLD: Monitor Only,105.66,0.0
1575,43,7,0.3281,411.89,0.8789,DEPLOY: $5 Standard Discount Email,108.6,27.15
1576,40,10,0.2291,4034.6,0.9849,DEPLOY: $15 VIP Win-Back Coupon,1192.15,298.04
1577,42,3,0.6193,1465.37,0.4269,HOLD: Monitor Only,187.67,0.0
1578,25,21,0.1003,4588.03,0.7523,DEPLOY: $15 VIP Win-Back Coupon,1035.49,258.87
1579,39,14,0.1997,7356.71,0.5732,HOLD: Monitor Only,1265.0,0.0
1580,35,6,0.3751,5393.44,0.2184,HOLD: Monitor Only,353.31,0.0
1581,3,10,0.2223,3869.3,0.2304,HOLD: Monitor Only,267.46,0.0
1582,50,2,0.6212,2553.03,0.5013,HOLD: Monitor Only,383.95,0.0
1583,37,3,0.5922,1438.8,0.501,HOLD: Monitor Only,216.24,0.0
1584,44,8,0.2729,1558.73,0.4382,HOLD: Monitor Only,204.89,0.0
1585,44,9,0.2936,3645.45,0.4491,HOLD: Monitor Only,491.15,0.0
1586,51,1,0.7182,570.45,0.51,HOLD: Monitor Only,87.27,0.0
1587,30,13,0.1816,1694.83,0.2328,HOLD: Monitor Only,118.35,0.0
1588,38,11,0.1718,741.44,0.5373,HOLD: Monitor Only,119.51,0.0
1589,34,10,0.2197,7387.75,0.796,DEPLOY: $15 VIP Win-Back Coupon,1764.23,441.06
1590,12,36,0.0541,4274.7,0.9715,DEPLOY: $15 VIP Win-Back Coupon,1245.81,311.45
1591,19,23,0.0634,23504.46,0.942,DEPLOY: $15 VIP Win-Back Coupon,6642.59,1660.65
1592,37,15,0.1309,728.33,0.3454,HOLD: Monitor Only,75.48,0.0
1593,44,8,0.2877,828.35,0.7661,DEPLOY: $5 Standard Discount Email,190.37,47.59
1594,49,4,0.5052,1937.2,0.494,HOLD: Monitor Only,287.1,0.0
1595,17,24,0.0301,757.07,0.4396,HOLD: Monitor Only,99.84,0.0
1596,10,3,0.5488,3446.6,0.2526,HOLD: Monitor Only,261.18,0.0
1597,49,2,0.6677,1700.8,0.4377,HOLD: Monitor Only,223.33,0.0
1598,47,0,0.8612,1006.03,0.4409,HOLD: Monitor Only,133.07,0.0
1599,12,6,0.4007,6668.33,0.5216,HOLD: Monitor Only,1043.43,0.0
1600,16,10,0.2437,196.47,0.6981,HOLD: Monitor Only,41.15,0.0
1601,24,27,0.0423,3465.24,0.5741,HOLD: Monitor Only,596.87,0.0
1602,19,22,0.0927,933.22,0.2927,HOLD: Monitor Only,81.96,0.0
1603,8,44,0.0531,4817.97,0.2114,HOLD: Monitor Only,305.51,0.0
1604,31,22,0.1249,6422.14,0.1196,HOLD: Monitor Only,230.35,0.0
1605,21,27,0.08,117.73,0.4618,HOLD: Monitor Only,16.31,0.0
1606,17,25,0.0793,1402.56,0.334,HOLD: Monitor Only,140.53,0.0
1607,23,24,0.0852,1938.81,0.9978,DEPLOY: $5 Standard Discount Email,580.37,145.09
1608,37,0,0.8594,106.76,0.3621,HOLD: Monitor Only,11.6,0.0
1609,16,35,0.063,2376.3,0.2601,HOLD: Monitor Only,185.41,0.0
1610,6,13,0.1585,959.43,0.1269,HOLD: Monitor Only,36.53,0.0
1611,8,13,0.1745,425.44,0.6959,HOLD: Monitor Only,88.82,0.0
1612,25,2,0.6616,828.33,0.7712,DEPLOY: $5 Standard Discount Email,191.64,47.91
1613,18,29,0.0815,673.19,0.3205,HOLD: Monitor Only,64.72,0.0
1614,25,27,0.0827,911.39,0.9413,DEPLOY: $5 Standard Discount Email,257.38,64.35
1615,12,16,0.1527,2257.8,0.4996,HOLD: Monitor Only,338.38,0.0
1616,15,2,0.6651,5869.33,0.1523,HOLD: Monitor Only,268.15,0.0
1617,26,15,0.1469,1646.81,0.9925,DEPLOY: $5 Standard Discount Email,490.36,122.59
1618,41,3,0.5372,6790.7,0.0967,HOLD: Monitor Only,197.08,0.0
1619,45,7,0.3071,515.35,0.5925,HOLD: Monitor Only,91.6,0.0
1620,26,24,0.0669,2172.14,0.9922,DEPLOY: $5 Standard Discount Email,646.58,161.64
1621,47,2,0.6436,22650.42,0.1234,HOLD: Monitor Only,838.22,0.0
1622,32,5,0.4559,268.09,0.5605,HOLD: Monitor Only,45.08,0.0
1623,10,41,0.0,256.08,0.5182,HOLD: Monitor Only,39.81,0.0
1624,16,37,0.0324,8399.82,0.046,HOLD: Monitor Only,115.95,0.0
1625,7,22,0.0756,2355.79,0.2646,HOLD: Monitor Only,187.02,0.0
1626,17,24,0.0519,878.49,0.3705,HOLD: Monitor Only,97.63,0.0
1627,23,9,0.2414,466.1,0.9117,DEPLOY: $5 Standard Discount Email,127.48,31.87
1628,26,6,0.3653,1731.62,0.9578,DEPLOY: $5 Standard Discount Email,497.54,124.39
1629,21,21,0.0654,2122.38,0.5295,HOLD: Monitor Only,337.12,0.0
1630,22,16,0.1071,2135.02,0.6014,HOLD: Monitor Only,385.19,0.0
1631,7,17,0.1397,460.66,0.9497,DEPLOY: $5 Standard Discount Email,131.24,32.81
1632,14,9,0.2697,1206.72,0.0393,HOLD: Monitor Only,14.21,0.0
1633,15,9,0.2727,914.43,0.6051,HOLD: Monitor Only,166.01,0.0
1634,7,6,0.3746,3927.4,0.4572,HOLD: Monitor Only,538.71,0.0
1635,9,37,0.0733,494.46,0.9352,DEPLOY: $5 Standard Discount Email,138.73,34.68
1636,51,2,0.6596,1980.75,0.153,HOLD: Monitor Only,90.89,0.0
1637,48,3,0.5721,40000.0,0.1709,HOLD: Monitor Only,2050.66,0.0
1638,8,32,0.0435,455.56,0.0097,HOLD: Monitor Only,1.32,0.0
1639,50,0,0.8412,737.51,0.4134,HOLD: Monitor Only,91.47,0.0
1640,23,11,0.2248,1615.44,0.3931,HOLD: Monitor Only,190.51,0.0
1641,29,20,0.0795,52.95,0.8671,DEPLOY: $5 Standard Discount Email,13.77,3.44
1642,18,33,0.0299,326.3,0.5584,HOLD: Monitor Only,54.66,0.0
1643,31,3,0.5494,2624.99,0.9452,DEPLOY: $15 VIP Win-Back Coupon,744.32,186.08
1644,30,16,0.1538,1464.39,0.9968,DEPLOY: $5 Standard Discount Email,437.9,109.47
1645,52,1,0.7279,6410.22,0.8329,DEPLOY: $15 VIP Win-Back Coupon,1601.76,400.44
1646,39,10,0.2351,1358.65,0.6729,HOLD: Monitor Only,274.29,0.0
1647,35,3,0.5478,1222.47,0.1894,HOLD: Monitor Only,69.47,0.0
1648,18,0,0.8653,777.87,0.2366,HOLD: Monitor Only,55.22,0.0
1649,42,6,0.386,1198.21,0.4866,HOLD: Monitor Only,174.92,0.0
1650,39,13,0.134,422.46,0.9944,DEPLOY: $5 Standard Discount Email,126.03,31.51
1651,17,8,0.2963,1514.8,0.3419,HOLD: Monitor Only,155.36,0.0
1652,14,34,0.0212,563.68,0.8961,DEPLOY: $5 Standard Discount Email,151.53,37.88
1653,31,7,0.3189,422.88,0.9974,DEPLOY: $5 Standard Discount Email,126.53,31.63
1654,24,28,0.0618,839.37,0.7159,DEPLOY: $5 Standard Discount Email,180.26,45.07
1655,35,18,0.1407,3106.91,0.8499,DEPLOY: $15 VIP Win-Back Coupon,792.14,198.03
1656,44,3,0.5665,2144.6,0.5387,HOLD: Monitor Only,346.56,0.0
1657,45,1,0.7232,4028.41,0.0591,HOLD: Monitor Only,71.48,0.0
1658,34,19,0.0899,597.12,0.551,HOLD: Monitor Only,98.71,0.0
1659,3,42,0.07,1779.64,0.8698,DEPLOY: $5 Standard Discount Email,464.4,116.1
1660,37,13,0.1487,13934.88,0.1152,HOLD: Monitor Only,481.45,0.0
1661,43,8,0.3129,9672.26,0.35,HOLD: Monitor Only,1015.48,0.0
1662,40,1,0.7281,391.68,0.8258,DEPLOY: $5 Standard Discount Email,97.04,24.26
1663,26,27,0.0456,539.11,0.033,HOLD: Monitor Only,5.34,0.0
1664,23,27,0.0541,13862.8,0.0764,HOLD: Monitor Only,317.67,0.0
1665,44,2,0.6103,3108.39,0.9823,DEPLOY: $15 VIP Win-Back Coupon,916.04,229.01
1666,39,14,0.1045,1438.17,0.4708,HOLD: Monitor Only,203.12,0.0
1667,15,30,0.0572,1257.78,0.7538,DEPLOY: $5 Standard Discount Email,284.42,71.1
1668,49,3,0.5588,2375.47,0.4137,HOLD: Monitor Only,294.84,0.0
1669,4,36,0.0587,2411.47,0.1116,HOLD: Monitor Only,80.72,0.0
1670,29,16,0.1208,953.56,0.7003,DEPLOY: $5 Standard Discount Email,200.33,50.08
1671,22,6,0.4218,1486.47,0.7658,DEPLOY: $5 Standard Discount Email,341.48,85.37
1672,25,15,0.1377,914.28,0.8769,DEPLOY: $5 Standard Discount Email,240.52,60.13
1673,13,25,0.0413,2213.85,0.0229,HOLD: Monitor Only,15.2,0.0
1674,18,3,0.5377,746.14,0.5477,HOLD: Monitor Only,122.6,0.0
1675,33,10,0.2285,394.93,0.967,DEPLOY: $5 Standard Discount Email,114.57,28.64
1676,16,1,0.7299,10619.54,0.136,HOLD: Monitor Only,433.32,0.0
1677,45,3,0.5355,1663.22,0.2912,HOLD: Monitor Only,145.31,0.0
1678,42,1,0.7374,13855.89,0.1895,HOLD: Monitor Only,787.91,0.0
1679,44,9,0.2565,177.91,0.6981,HOLD: Monitor Only,37.26,0.0
1680,2,6,0.4072,317.55,0.857,DEPLOY: $5 Standard Discount Email,81.65,20.41
1681,35,0,0.8317,3165.78,0.2478,HOLD: Monitor Only,235.36,0.0
1682,42,9,0.249,1664.9,0.9802,DEPLOY: $5 Standard Discount Email,489.6,122.4
1683,34,12,0.2141,450.69,0.1718,HOLD: Monitor Only,23.23,0.0
1684,30,5,0.4345,7071.26,0.9824,DEPLOY: $15 VIP Win-Back Coupon,2084.05,521.01
1685,13,5,0.4095,636.59,0.5057,HOLD: Monitor Only,96.57,0.0
1686,13,7,0.3157,7617.94,0.2309,HOLD: Monitor Only,527.76,0.0
